source,target,weight,rating
215,3828,0.55,1.0
215,5472,0.65,3.0
215,4136,0.7,4.0
215,2336,0.55,1.0
215,5422,0.9,8.0
215,5707,0.575,1.5
215,4197,0.55,1.0
215,5227,0.625,2.5
215,2063,0.6,2.0
215,1018,0.65,3.0
215,1052,0.55,1.0
215,2090,0.6,2.0
215,3099,0.55,1.0
216,436,0.55,1.0
216,652,0.55,1.0
216,687,0.55,1.0
216,846,0.55,1.0
216,295,0.6,2.0
216,1953,0.55,1.0
216,4197,0.55,1.0
216,2388,0.55,1.0
216,507,0.3,-4.0
217,257,0.75,5.0
218,257,0.75,5.0
219,239,0.55,1.0
219,359,0.575,1.5
219,375,0.6,2.0
219,259,0.55,1.0
219,446,0.6,2.0
219,514,0.575,1.5
219,558,0.6,2.0
219,390,0.55,1.0
219,2266,0.35,-3.0
219,2877,0.45,-1.0
223,1052,0.55,1.0
223,1363,0.6,2.0
223,1529,0.55,1.0
223,3640,0.25,-5.0
224,257,0.725,4.5
224,462,0.6,2.0
224,590,0.55,1.0
224,2125,0.8,6.0
225,1069,0.55,1.0
225,1368,0.55,1.0
225,1555,0.55,1.0
227,767,0.55,1.0
227,725,0.575,1.5
227,273,0.55,1.0
227,396,0.575,1.5
227,925,0.55,1.0
228,293,0.55,1.0
228,484,0.55,1.0
228,521,0.55,1.0
228,647,0.55,1.0
228,850,0.55,1.0
228,908,0.55,1.0
228,592,0.55,1.0
228,325,0.55,1.0
228,1368,0.6,2.0
228,2368,0.55,1.0
228,2318,0.55,1.0
228,257,0.75,5.0
230,401,0.6,2.0
230,768,0.65,3.0
230,925,0.6,2.0
230,984,0.75,5.0
230,1018,1.0,10.0
230,1885,0.65,3.0
230,2067,0.55,1.0
230,2124,0.55,1.0
230,2812,0.55,1.0
230,2928,0.55,1.0
230,2963,0.75,5.0
230,2934,0.55,1.0
230,3013,0.6,2.0
230,3309,0.6,2.0
230,3316,0.55,1.0
230,3338,0.55,1.0
230,3381,0.55,1.0
230,3406,0.55,1.0
230,3671,0.55,1.0
230,3713,0.6,2.0
230,4078,0.55,1.0
230,4163,1.0,10.0
230,4246,0.55,1.0
230,4247,0.6,2.0
230,4416,0.55,1.0
230,4613,0.55,1.0
230,4857,0.65,3.0
230,4960,0.85,7.0
230,5882,0.65,3.0
231,241,0.55,1.0
231,1123,0.55,1.0
233,266,0.6,2.0
234,257,0.75,5.0
235,348,0.55,1.0
235,406,0.55,1.0
235,455,0.6,2.0
235,607,0.7,4.0
235,934,0.55,1.0
235,460,0.55,1.0
235,2073,0.55,1.0
235,2879,0.45,-1.0
222,578,0.55,1.0
222,372,0.55,1.0
222,276,0.55,1.0
222,295,0.6,2.0
222,629,0.55,1.0
222,266,0.55,1.0
222,523,0.55,1.0
222,925,0.55,1.0
222,978,0.6,2.0
222,1296,0.55,1.0
222,363,0.55,1.0
222,1591,0.75,5.0
236,402,0.55,1.0
238,742,0.625,2.5
238,906,0.275,-4.5
238,1302,0.55,1.0
238,1555,0.55,1.0
238,2642,0.55,1.0
238,4172,0.55,1.0
239,1352,0.6,2.0
239,350,0.65,3.0
239,1942,0.45,-1.0
239,2097,0.6,2.0
240,257,0.75,5.0
241,832,0.65,3.0
241,249,0.95,9.0
241,1363,0.6,2.0
241,340,0.8,6.0
241,1352,0.55,1.0
242,274,0.55,1.0
242,1899,0.575,1.5
242,2309,0.6,2.0
242,2758,0.975,9.5
242,2538,0.6,2.0
242,2663,0.575,1.5
242,2878,0.55,1.0
242,1271,0.55,1.0
242,2811,0.0,-10.0
242,2635,0.575,1.5
242,2775,0.55,1.0
242,2642,0.575,1.5
242,257,0.75,5.0
242,1815,0.55,1.0
242,2795,0.55,1.0
244,245,0.6,2.0
244,257,0.75,5.0
164,478,0.55,1.0
164,635,0.575,1.5
164,1343,0.55,1.0
245,250,0.55,1.0
245,251,0.55,1.0
245,291,0.55,1.0
245,1352,0.0,-10.0
245,1363,0.9,8.0
246,2299,0.55,1.0
246,2125,0.55,1.0
246,257,0.75,5.0
246,2173,0.55,1.0
248,383,0.55,1.0
248,197,0.55,1.0
250,257,0.75,5.0
251,2067,0.55,1.0
251,546,0.55,1.0
251,257,0.75,5.0
249,323,0.55,1.0
249,349,0.65,3.0
249,367,0.55,1.0
249,371,0.55,1.0
249,393,0.55,1.0
249,491,0.6,2.0
249,764,0.55,1.0
249,772,0.6,2.0
249,774,0.55,1.0
249,777,0.55,1.0
249,808,0.55,1.0
249,817,0.6,2.0
249,1477,0.6,2.0
243,680,0.55,1.0
243,692,0.55,1.0
243,644,0.55,1.0
243,849,0.55,1.0
243,390,0.675,3.5
243,1281,0.55,1.0
243,545,0.55,1.0
243,775,0.55,1.0
243,1217,0.575,1.5
243,2877,0.45,-1.0
255,2067,0.55,1.0
256,287,0.55,1.0
256,428,0.55,1.0
256,402,0.55,1.0
256,405,0.55,1.0
256,469,0.6,2.0
256,521,0.55,1.0
256,515,0.55,1.0
256,630,0.55,1.0
256,664,0.575,1.5
256,647,0.55,1.0
256,295,0.6,2.0
256,321,0.6,2.0
256,634,0.55,1.0
256,629,0.55,1.0
256,1736,0.55,1.0
256,523,0.6,2.0
256,2494,0.55,1.0
256,1018,0.55,1.0
256,3149,0.6,2.0
256,1693,0.625,2.5
256,2819,0.55,1.0
256,3735,0.575,1.5
256,3824,0.55,1.0
256,5614,0.825,6.5
256,257,0.75,5.0
256,781,0.55,1.0
256,1886,0.55,1.0
256,4579,0.45,-1.0
257,265,0.7,4.0
257,279,0.7,4.0
257,274,0.75,5.0
257,314,0.7,4.0
257,275,0.7,4.0
257,334,0.65,3.0
257,338,0.75,5.0
257,268,0.8,6.0
257,283,0.65,3.0
257,336,0.65,3.0
257,359,0.7,4.0
257,295,0.7,4.0
257,284,0.7,4.0
257,392,0.75,5.0
257,397,0.75,5.0
257,400,0.75,5.0
257,414,0.7,4.0
257,415,0.725,4.5
257,340,0.8,6.0
257,372,0.775,5.5
257,341,0.7,4.0
257,332,0.65,3.0
257,339,0.7,4.0
257,297,0.7,4.0
257,322,0.7,4.0
257,310,0.7,4.0
257,309,0.625,2.5
257,431,0.7,4.0
257,312,0.7,4.0
257,369,0.7,4.0
257,417,0.7,4.0
257,264,0.75,5.0
257,376,0.8,6.0
257,373,0.7,4.0
257,269,0.75,5.0
257,420,0.8,6.0
257,320,0.65,3.0
257,328,0.7,4.0
257,422,0.75,5.0
257,342,0.7,4.0
257,408,0.7,4.0
257,351,0.7,4.0
257,337,0.75,5.0
257,348,0.65,3.0
257,519,0.7,4.0
257,381,0.7,4.0
257,362,0.7,4.0
257,377,0.7,4.0
257,346,0.625,2.5
257,364,0.7,4.0
257,331,0.75,5.0
257,413,0.75,5.0
257,361,0.625,2.5
257,254,0.75,5.0
257,278,0.75,5.0
257,229,0.75,5.0
257,276,0.7,4.0
257,425,0.8,6.0
257,365,0.7,4.0
257,360,0.7,4.0
257,335,0.75,5.0
257,426,0.7,4.0
257,406,0.6,2.0
257,273,0.8,6.0
257,441,0.7,4.0
257,343,0.7,4.0
257,261,0.75,5.0
257,277,0.75,5.0
257,266,0.75,5.0
257,333,0.725,4.5
257,344,0.75,5.0
257,321,0.75,5.0
257,2877,0.45,-1.0
257,2897,0.45,-1.0
258,259,0.575,1.5
259,2455,0.85,7.0
260,397,0.0,-10.0
261,507,0.55,1.0
261,576,0.55,1.0
261,951,0.55,1.0
261,655,0.6,2.0
261,1094,0.625,2.5
262,530,0.6,2.0
262,547,0.6,2.0
262,520,0.55,1.0
262,562,0.55,1.0
262,2877,0.45,-1.0
263,1219,0.55,1.0
265,1277,0.55,1.0
265,3129,0.55,1.0
266,350,0.6,2.0
266,475,0.65,3.0
266,668,0.7,4.0
266,436,0.55,1.0
266,654,0.6,2.0
266,653,0.55,1.0
266,630,0.55,1.0
266,674,0.55,1.0
266,1128,0.55,1.0
266,1562,0.55,1.0
266,2034,0.55,1.0
266,357,0.6,2.0
268,383,0.65,3.0
268,300,0.675,3.5
229,297,0.55,1.0
221,269,0.55,1.0
221,272,0.55,1.0
221,312,0.55,1.0
272,630,0.575,1.5
272,452,0.55,1.0
272,664,0.625,2.5
272,628,0.55,1.0
272,1134,0.55,1.0
272,705,0.6,2.0
272,540,0.65,3.0
272,1201,0.75,5.0
272,1731,0.55,1.0
273,465,0.55,1.0
273,582,0.55,1.0
273,579,0.55,1.0
273,399,0.55,1.0
273,502,0.65,3.0
273,534,0.55,1.0
273,767,0.6,2.0
273,967,0.6,2.0
273,632,0.55,1.0
273,546,0.55,1.0
273,978,0.55,1.0
273,770,0.675,3.5
273,628,0.575,1.5
273,832,0.675,3.5
273,1001,0.575,1.5
273,1011,0.6,2.0
273,763,0.55,1.0
273,1177,0.55,1.0
273,780,0.55,1.0
273,2877,0.45,-1.0
274,295,0.6,2.0
274,321,0.6,2.0
274,327,0.55,1.0
274,1701,0.6,2.0
274,1846,0.7,4.0
274,2040,0.675,3.5
274,2187,0.65,3.0
274,2113,0.55,1.0
274,2125,0.55,1.0
274,3309,0.625,2.5
274,3656,0.625,2.5
274,316,0.55,1.0
274,432,0.75,5.0
274,500,0.55,1.0
274,2942,0.65,3.0
274,3129,0.55,1.0
276,416,0.55,1.0
276,630,0.55,1.0
270,277,0.55,1.0
270,421,0.55,1.0
270,387,0.55,1.0
270,396,0.55,1.0
270,416,0.6,2.0
270,610,0.55,1.0
270,625,0.55,1.0
270,521,0.55,1.0
270,681,0.55,1.0
270,452,0.55,1.0
270,782,0.55,1.0
270,783,0.55,1.0
270,742,0.55,1.0
270,813,0.55,1.0
270,775,0.575,1.5
270,832,0.0,-10.0
270,1119,0.55,1.0
270,1174,1.0,10.0
270,1207,0.55,1.0
270,634,0.55,1.0
270,1043,0.6,2.0
270,1301,0.55,1.0
270,1316,0.55,1.0
270,1115,0.6,2.0
270,1368,0.55,1.0
270,1183,0.7,4.0
270,2143,0.55,1.0
270,1396,0.575,1.5
270,1204,0.55,1.0
270,2411,0.6,2.0
270,905,0.55,1.0
270,550,0.55,1.0
270,1810,0.55,1.0
270,3744,0.0,-10.0
270,3756,0.0,-10.0
270,3759,0.0,-10.0
270,3760,0.0,-10.0
270,3757,0.0,-10.0
270,1018,0.55,1.0
270,309,0.6,2.0
270,3040,0.4,-2.0
278,737,0.55,1.0
278,397,0.9,8.0
280,281,0.55,1.0
280,484,0.575,1.5
280,495,0.55,1.0
280,443,0.6,2.0
280,502,0.55,1.0
280,1094,0.6,2.0
280,1053,0.6,2.0
280,1436,0.55,1.0
280,1456,0.575,1.5
280,387,0.55,1.0
280,905,0.55,1.0
280,1217,0.675,3.5
280,1473,0.55,1.0
280,1490,0.55,1.0
280,1491,0.55,1.0
280,1447,0.55,1.0
280,1493,0.575,1.5
280,1464,0.625,2.5
280,3916,0.575,1.5
280,4244,0.6,2.0
280,1508,0.575,1.5
280,3815,0.95,9.0
280,4405,0.6,2.0
280,3583,0.55,1.0
280,5175,0.6,2.0
280,4499,0.55,1.0
280,4553,0.55,1.0
280,4562,0.575,1.5
280,4840,0.55,1.0
280,3000,0.55,1.0
280,5254,0.55,1.0
280,5025,0.55,1.0
280,4291,0.55,1.0
280,4838,0.55,1.0
280,3699,0.65,3.0
280,2642,0.55,1.0
280,468,0.575,1.5
280,5298,0.575,1.5
280,550,0.55,1.0
280,3630,0.7,4.0
280,1565,0.55,1.0
280,5259,0.55,1.0
280,5307,0.55,1.0
280,5308,0.65,3.0
280,4461,0.55,1.0
280,4521,0.75,5.0
280,5255,0.75,5.0
280,3040,0.7,4.0
280,4362,0.6,2.0
280,5253,0.65,3.0
280,4131,0.55,1.0
280,1850,0.4,-2.0
280,4515,0.725,4.5
280,1422,0.6,2.0
280,1531,0.6,2.0
280,3345,0.65,3.0
282,305,0.55,1.0
282,306,0.55,1.0
282,310,0.55,1.0
283,284,1.0,10.0
283,428,0.55,1.0
283,518,0.55,1.0
283,508,0.55,1.0
283,396,0.55,1.0
283,479,0.6,2.0
283,295,0.75,5.0
283,418,0.575,1.5
283,606,0.575,1.5
283,1556,0.65,3.0
284,319,0.55,1.0
284,742,0.55,1.0
284,854,0.55,1.0
284,801,0.65,3.0
284,908,0.55,1.0
284,1092,0.55,1.0
284,2658,0.7,4.0
285,360,0.65,3.0
288,307,0.55,1.0
288,404,0.55,1.0
288,2877,0.45,-1.0
292,1556,0.6,2.0
293,296,0.75,5.0
293,2266,0.25,-5.0
295,468,0.6,2.0
295,502,0.725,4.5
295,666,0.625,2.5
295,667,0.6,2.0
295,592,0.6,2.0
295,350,0.625,2.5
295,523,0.65,3.0
295,630,0.625,2.5
295,860,0.625,2.5
295,861,0.6,2.0
295,770,0.65,3.0
295,865,0.65,3.0
295,725,0.6,2.0
295,902,0.75,5.0
295,920,0.6,2.0
295,985,0.75,5.0
295,1091,0.65,3.0
295,832,0.7,4.0
296,254,0.6,2.0
296,352,0.6,2.0
298,299,0.55,1.0
298,412,0.65,3.0
298,446,0.55,1.0
298,531,0.55,1.0
298,613,0.75,5.0
298,617,0.55,1.0
298,688,0.55,1.0
298,550,0.55,1.0
298,917,0.55,1.0
301,437,0.55,1.0
304,353,0.55,1.0
304,322,0.55,1.0
304,485,0.55,1.0
304,615,0.55,1.0
304,557,0.7,4.0
304,484,0.8,6.0
304,680,0.55,1.0
304,701,0.55,1.0
304,847,0.55,1.0
304,908,0.55,1.0
304,929,0.55,1.0
304,468,0.55,1.0
304,1317,0.65,3.0
304,1383,0.55,1.0
304,1386,0.65,3.0
304,1754,0.575,1.5
304,1689,0.55,1.0
304,1794,0.6,2.0
304,1771,0.6,2.0
304,1704,0.65,3.0
304,363,0.625,2.5
304,1788,0.55,1.0
304,1686,0.55,1.0
304,2051,0.55,1.0
304,2085,0.55,1.0
304,465,0.7,4.0
304,1693,0.55,1.0
304,2125,0.6,2.0
304,2178,0.55,1.0
304,1396,0.575,1.5
304,2098,0.6,2.0
304,2135,0.55,1.0
304,2083,0.55,1.0
304,2266,0.6,2.0
304,823,0.55,1.0
304,1677,0.675,3.5
304,1939,0.625,2.5
304,2301,0.55,1.0
304,1810,0.6,2.0
304,2274,0.55,1.0
304,2176,0.675,3.5
304,937,0.55,1.0
304,2330,0.55,1.0
304,1751,0.65,3.0
304,2255,0.55,1.0
304,2257,0.55,1.0
304,2369,0.65,3.0
304,635,0.65,3.0
304,1584,0.55,1.0
304,729,0.6,2.0
304,342,0.675,3.5
304,1053,0.6,2.0
304,1656,0.575,1.5
304,1850,0.6,2.0
304,2249,0.55,1.0
304,700,0.55,1.0
304,491,0.55,1.0
304,2417,0.55,1.0
304,1860,0.65,3.0
304,2233,0.55,1.0
304,1802,0.6,2.0
304,1612,0.55,1.0
304,1670,0.725,4.5
304,2118,0.55,1.0
304,2306,0.625,2.5
304,2030,0.575,1.5
304,1585,0.675,3.5
304,1764,0.725,4.5
304,905,1.0,10.0
304,546,0.575,1.5
304,2415,0.55,1.0
304,2198,1.0,10.0
304,1899,1.0,10.0
304,2636,0.55,1.0
304,2296,0.675,3.5
304,492,0.55,1.0
304,2808,0.575,1.5
304,2581,0.3,-4.0
304,2214,0.55,1.0
304,2688,0.55,1.0
304,1819,0.775,5.5
304,2859,0.55,1.0
304,2961,0.675,3.5
304,2485,0.55,1.0
304,1953,0.9,8.0
304,1905,0.75,5.0
304,2318,0.775,5.5
304,2642,0.625,2.5
304,4098,0.65,3.0
304,4519,0.55,1.0
304,2045,0.8,6.0
304,4197,0.6,2.0
304,1316,0.55,1.0
304,687,0.55,1.0
304,841,0.55,1.0
304,882,0.55,1.0
304,1092,0.55,1.0
304,1487,0.6,2.0
304,1639,0.55,1.0
304,2034,0.55,1.0
304,2090,0.55,1.0
304,2231,0.55,1.0
304,2351,0.55,1.0
304,3452,0.55,1.0
254,553,0.6,2.0
308,404,0.55,1.0
308,630,0.55,1.0
308,1018,0.55,1.0
308,2110,0.55,1.0
308,2388,0.55,1.0
308,3366,0.55,1.0
308,2404,0.55,1.0
308,3099,0.55,1.0
309,382,0.55,1.0
309,446,0.6,2.0
309,1155,0.55,1.0
309,537,0.625,2.5
309,906,0.0,-10.0
309,647,0.6,2.0
309,832,0.275,-4.5
309,666,0.55,1.0
309,1162,0.55,1.0
309,1393,0.0,-10.0
309,1308,0.0,-10.0
309,1143,0.0,-10.0
309,1145,0.0,-10.0
309,1368,0.55,1.0
309,1386,0.65,3.0
309,1201,0.65,3.0
309,1363,0.6,2.0
309,1316,0.6,2.0
309,1675,0.125,-7.5
309,882,0.6,2.0
309,1383,0.7,4.0
309,1752,0.35,-3.0
309,1352,0.6,2.0
309,905,0.6,2.0
309,1862,0.0,-10.0
309,1714,0.55,1.0
309,1677,0.45,-1.0
309,1753,0.0,-10.0
309,1956,0.0,-10.0
309,1487,0.6,2.0
309,1917,0.0,-10.0
309,1810,0.55,1.0
309,1620,0.6,2.0
309,1939,0.55,1.0
309,1065,0.75,5.0
309,1771,0.0,-10.0
309,2028,0.55,1.0
309,439,0.55,1.0
309,425,1.0,10.0
309,710,0.55,1.0
309,1185,0.0,-10.0
309,1317,0.7,4.0
309,1334,0.55,1.0
309,1396,0.7,4.0
309,1376,0.55,1.0
309,1615,0.6,2.0
309,1647,0.0,-10.0
309,2173,0.55,1.0
310,322,0.0,-10.0
310,353,0.0,-10.0
310,484,0.0,-10.0
312,409,0.55,1.0
312,2688,0.275,-4.5
312,3451,0.55,1.0
312,3366,0.55,1.0
312,3445,0.55,1.0
312,3624,0.55,1.0
312,3653,0.55,1.0
313,4833,0.55,1.0
316,476,0.55,1.0
317,537,0.55,1.0
317,651,0.55,1.0
318,436,0.55,1.0
318,1383,0.0,-10.0
318,2194,0.6,2.0
319,670,0.55,1.0
319,671,0.55,1.0
319,690,0.55,1.0
319,730,0.55,1.0
319,1176,0.55,1.0
319,1302,0.55,1.0
319,495,0.55,1.0
320,410,0.6,2.0
320,443,0.6,2.0
322,329,0.55,1.0
322,379,0.55,1.0
322,479,0.6,2.0
322,484,0.55,1.0
322,1854,0.55,1.0
322,1386,0.55,1.0
324,790,0.55,1.0
325,353,0.55,1.0
325,594,0.55,1.0
325,653,0.55,1.0
325,654,0.55,1.0
325,1272,0.55,1.0
321,345,0.55,1.0
328,1953,0.85,7.0
345,346,0.55,1.0
345,441,0.6,2.0
346,366,0.55,1.0
346,399,0.55,1.0
346,458,0.55,1.0
346,398,0.75,5.0
346,374,0.55,1.0
346,678,0.55,1.0
346,627,0.55,1.0
346,644,0.55,1.0
346,838,0.55,1.0
346,870,0.55,1.0
346,775,0.6,2.0
346,931,0.575,1.5
346,988,0.55,1.0
346,940,0.6,2.0
346,832,0.35,-3.0
346,1121,0.55,1.0
346,656,0.55,1.0
346,1409,0.55,1.0
346,1417,0.55,1.0
346,3744,0.0,-10.0
346,5227,0.55,1.0
347,393,0.55,1.0
347,405,0.55,1.0
347,350,0.65,3.0
347,357,0.6,2.0
347,1478,0.55,1.0
347,4172,0.0,-10.0
340,1764,0.625,2.5
340,917,0.675,3.5
340,1690,0.9,8.0
340,2113,0.65,3.0
340,3099,0.55,1.0
350,353,0.6,2.0
350,472,0.55,1.0
350,489,0.6,2.0
350,492,0.6,2.0
350,520,0.55,1.0
350,547,0.6,2.0
350,647,0.55,1.0
350,630,0.6,2.0
350,779,0.6,2.0
350,651,0.6,2.0
350,894,0.575,1.5
350,537,0.55,1.0
350,589,0.575,1.5
350,729,0.575,1.5
350,921,0.55,1.0
350,1386,0.55,1.0
350,1517,0.575,1.5
350,1562,0.55,1.0
350,3129,0.55,1.0
353,386,0.55,1.0
353,409,0.55,1.0
353,433,0.575,1.5
353,594,0.0,-10.0
353,730,0.75,5.0
353,494,0.55,1.0
353,923,0.55,1.0
353,1046,0.825,6.5
353,1043,0.575,1.5
353,535,0.575,1.5
353,1200,0.55,1.0
353,493,0.55,1.0
353,664,0.55,1.0
353,1162,0.575,1.5
353,484,0.55,1.0
353,729,0.55,1.0
353,468,0.575,1.5
353,546,0.575,1.5
353,1605,0.55,1.0
353,1609,0.6,2.0
353,1566,0.625,2.5
353,1562,0.55,1.0
353,1412,0.55,1.0
353,579,0.6,2.0
353,1585,0.55,1.0
353,1386,0.625,2.5
353,1366,0.75,5.0
353,1383,0.675,3.5
353,1802,0.55,1.0
353,2243,0.6,2.0
353,937,0.6,2.0
353,1994,0.55,1.0
353,1565,0.6,2.0
353,2067,0.55,1.0
353,2400,0.55,1.0
353,2198,0.55,1.0
353,2296,0.6,2.0
353,2176,0.55,1.0
353,1396,0.6,2.0
353,2397,0.55,1.0
353,2344,0.65,3.0
353,2449,0.55,1.0
353,2494,0.55,1.0
353,1810,0.55,1.0
353,2028,0.55,1.0
353,1984,0.55,1.0
353,3534,0.575,1.5
353,1317,0.625,2.5
353,2303,0.6,2.0
353,905,0.6,2.0
353,1502,0.55,1.0
353,4361,0.55,1.0
353,2642,0.675,3.5
353,4366,0.55,1.0
353,3465,0.55,1.0
353,3820,0.55,1.0
353,3578,0.55,1.0
353,4554,0.55,1.0
353,4562,0.55,1.0
353,4605,0.55,1.0
353,4887,0.55,1.0
353,2942,0.575,1.5
353,4559,0.6,2.0
353,4172,0.85,7.0
353,3452,0.55,1.0
353,4852,0.85,7.0
353,3988,0.55,1.0
353,4532,0.55,1.0
353,2045,0.6,2.0
353,425,0.55,1.0
353,479,0.55,1.0
353,876,0.55,1.0
353,2388,0.55,1.0
353,4291,0.55,1.0
356,370,0.55,1.0
357,917,0.55,1.0
357,480,0.55,1.0
357,2755,0.55,1.0
359,504,0.55,1.0
359,524,0.55,1.0
359,523,0.55,1.0
359,832,0.325,-3.5
359,1510,0.45,-1.0
359,1566,0.625,2.5
359,1733,0.6,2.0
359,2040,0.55,1.0
359,1386,0.6,2.0
359,1565,0.55,1.0
359,2194,0.55,1.0
359,3642,0.55,1.0
359,4385,0.45,-1.0
339,383,0.55,1.0
366,410,0.0,-10.0
366,432,0.55,1.0
366,3807,0.575,1.5
366,3735,0.6,2.0
366,3699,0.55,1.0
372,380,0.55,1.0
372,385,0.55,1.0
372,525,0.55,1.0
363,450,0.55,1.0
363,523,0.8,6.0
363,1176,0.55,1.0
363,1364,0.55,1.0
363,729,0.75,5.0
363,1636,0.55,1.0
363,1566,0.6,2.0
363,905,0.55,1.0
363,1860,0.6,2.0
363,1714,0.65,3.0
363,2090,0.575,1.5
363,1334,0.6,2.0
363,2639,0.55,1.0
363,2725,0.55,1.0
363,2642,0.55,1.0
363,1366,0.8,6.0
363,3669,0.55,1.0
363,3744,0.0,-10.0
363,3335,0.55,1.0
363,2028,0.325,-3.5
363,1383,0.275,-4.5
363,3621,0.55,1.0
363,4524,0.65,3.0
363,4197,0.675,3.5
363,1018,0.75,5.0
363,4639,1.0,10.0
363,4172,0.75,5.0
363,2125,0.65,3.0
363,1810,0.65,3.0
363,4253,0.65,3.0
363,1743,0.65,3.0
363,3129,0.55,1.0
363,3445,0.55,1.0
363,3903,0.55,1.0
363,4279,0.6,2.0
375,460,0.6,2.0
375,540,0.55,1.0
377,386,0.55,1.0
374,838,0.575,1.5
374,545,0.6,2.0
374,775,0.55,1.0
374,950,0.55,1.0
374,931,0.55,1.0
374,988,0.55,1.0
374,1090,0.55,1.0
374,2266,0.35,-3.0
374,2877,0.45,-1.0
378,676,0.55,1.0
378,644,0.55,1.0
378,802,0.575,1.5
378,459,0.55,1.0
378,2877,0.45,-1.0
383,423,0.55,1.0
383,401,0.575,1.5
383,482,0.55,1.0
383,348,0.55,1.0
383,487,0.55,1.0
383,497,0.55,1.0
383,517,0.55,1.0
383,775,0.55,1.0
383,891,0.55,1.0
383,1102,0.6,2.0
383,2303,0.0,-10.0
383,4122,0.0,-10.0
384,416,0.575,1.5
384,396,0.6,2.0
384,534,0.55,1.0
384,476,0.55,1.0
384,596,0.55,1.0
384,1257,0.55,1.0
384,1317,0.55,1.0
384,2198,0.55,1.0
386,348,0.55,1.0
386,387,0.55,1.0
386,468,0.55,1.0
386,494,0.55,1.0
386,630,0.575,1.5
386,718,0.6,2.0
386,2877,0.45,-1.0
387,393,0.6,2.0
387,401,0.65,3.0
387,423,0.55,1.0
387,408,0.55,1.0
387,472,0.55,1.0
387,493,0.55,1.0
387,530,0.55,1.0
387,728,0.55,1.0
387,630,0.55,1.0
387,1166,0.55,1.0
387,1346,0.55,1.0
387,2266,0.35,-3.0
387,2877,0.45,-1.0
389,523,0.55,1.0
390,391,0.55,1.0
390,632,0.6,2.0
390,561,0.6,2.0
390,863,0.6,2.0
392,412,0.55,1.0
392,396,0.55,1.0
330,4157,0.75,5.0
330,2056,0.65,3.0
330,2054,0.6,2.0
330,2194,0.6,2.0
330,3204,0.55,1.0
393,342,0.55,1.0
393,408,0.575,1.5
393,405,0.55,1.0
393,479,0.55,1.0
393,394,0.65,3.0
393,732,0.55,1.0
342,395,1.0,10.0
342,495,0.6,2.0
342,882,0.7,4.0
342,1094,0.65,3.0
342,1565,0.6,2.0
342,2121,0.55,1.0
342,2125,0.575,1.5
342,1731,0.7,4.0
342,1832,0.575,1.5
342,2498,0.0,-10.0
342,4249,0.65,3.0
342,710,0.55,1.0
395,1809,0.65,3.0
395,1281,0.55,1.0
395,2304,0.6,2.0
395,729,0.55,1.0
395,2318,0.55,1.0
395,2480,0.25,-5.0
395,2028,0.55,1.0
395,2493,0.6,2.0
395,1810,0.6,2.0
395,3545,0.75,5.0
395,4649,0.55,1.0
395,4686,0.0,-10.0
395,4682,0.0,-10.0
395,4681,0.0,-10.0
395,4683,0.0,-10.0
395,4680,0.0,-10.0
395,4688,0.0,-10.0
395,4679,0.0,-10.0
395,4675,0.0,-10.0
395,4673,0.0,-10.0
395,4668,0.0,-10.0
395,4163,1.0,10.0
396,526,0.55,1.0
396,520,0.55,1.0
396,630,0.6,2.0
396,3477,0.0,-10.0
399,408,0.55,1.0
399,484,0.55,1.0
399,472,0.375,-2.5
399,539,0.55,1.0
399,542,0.575,1.5
399,651,0.575,1.5
399,647,0.55,1.0
399,701,0.55,1.0
399,630,0.55,1.0
399,579,0.55,1.0
399,616,0.55,1.0
401,402,0.55,1.0
401,476,0.55,1.0
402,647,0.55,1.0
402,632,0.55,1.0
402,923,0.55,1.0
402,961,0.55,1.0
402,978,0.55,1.0
404,433,0.6,2.0
405,423,0.55,1.0
405,433,0.55,1.0
405,477,0.55,1.0
405,408,0.625,2.5
405,548,0.55,1.0
405,578,0.6,2.0
405,589,0.55,1.0
405,617,0.55,1.0
405,667,0.575,1.5
405,714,0.55,1.0
405,906,0.3,-4.0
405,1150,0.55,1.0
405,1151,0.55,1.0
405,1810,0.3,-4.0
405,2266,0.35,-3.0
406,1190,0.575,1.5
407,537,0.55,1.0
408,465,0.55,1.0
408,469,0.55,1.0
408,470,0.55,1.0
408,454,0.575,1.5
408,1555,0.55,1.0
408,3129,0.55,1.0
410,432,0.0,-10.0
410,443,0.0,-10.0
411,491,0.55,1.0
412,471,0.55,1.0
412,472,0.3,-4.0
412,592,0.55,1.0
412,766,0.275,-4.5
412,3465,0.45,-1.0
412,4611,0.45,-1.0
415,572,0.55,1.0
415,1281,0.55,1.0
415,1417,0.55,1.0
415,1771,0.45,-1.0
415,1492,0.9,8.0
415,2445,0.55,1.0
415,3279,0.55,1.0
415,3578,0.55,1.0
415,2233,0.625,2.5
415,2289,0.55,1.0
415,1217,0.65,3.0
415,2313,0.55,1.0
415,4521,0.55,1.0
415,3988,0.575,1.5
415,507,0.6,2.0
415,2904,0.55,1.0
418,630,0.55,1.0
418,691,0.575,1.5
418,634,0.55,1.0
418,888,0.55,1.0
418,742,0.6,2.0
418,775,0.6,2.0
418,644,0.55,1.0
418,489,0.95,9.0
418,930,0.65,3.0
418,2266,0.35,-3.0
300,529,1.0,10.0
421,423,0.55,1.0
421,433,0.575,1.5
421,472,0.55,1.0
423,468,0.55,1.0
